text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @HalloweenDaily: It's all #MichaelMyers all day today on @AMC_TV #FearFest! Happy #Halloween!,FALSE,0,NA,2019-10-30T13:05:13Z,FALSE,NA,1189528683037495298,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",horror_hour_ou,10,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T13:05:12Z,FALSE,NA,1189528682643148801,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HoneySamard,8865,TRUE,FALSE,NA,NA
"RT @rhdrla: 할로윈 엑깅이들🎃
#Halloween #x1 https://t.co/zavfpQfKQg",FALSE,0,NA,2019-10-30T13:05:12Z,FALSE,NA,1189528682609594368,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",xoneites,197,TRUE,FALSE,NA,NA
RT @blogTO: 1 in 4 Canadians want Halloween moved to Saturday every year https://t.co/zS2pGlXtdp #Canada #Halloween https://t.co/0FZTOmy6Qv,FALSE,0,NA,2019-10-30T13:05:12Z,FALSE,NA,1189528682316087296,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",FabChic_MzAllen,2,TRUE,FALSE,NA,NA
"RT @star09011230: 할로윈 국뷔
#kookv #국뷔 #Halloween https://t.co/bNEYkW4lH3",FALSE,0,NA,2019-10-30T13:05:12Z,FALSE,NA,1189528680592134144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_BIT_GAL_,27,TRUE,FALSE,NA,NA
RT @ShadowAnglGming: #brony #MLP #Halloween #Spooktober https://t.co/erIKGIfHMH,FALSE,0,NA,2019-10-30T13:05:12Z,FALSE,NA,1189528678595608579,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tottemo_subara,6,TRUE,FALSE,NA,NA
"RT @MABELiii1: #할로윈 #해피할로윈 #Halloween #언더테일 #undertale 

할로윈 만화!

(1) https://t.co/WUZ5ao5Z4e",FALSE,0,NA,2019-10-30T13:05:11Z,FALSE,NA,1189528677815443456,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",kusiro15,9,TRUE,FALSE,NA,NA
"RT @Lay0113: 1日早く...RASメンバーと
Happy Halloween🎃🎃🎃🎃🎃

なっちゃんがお菓子くれた🍫
ありがとう💕🐻
今日のリハもお疲れ様でした！！！
#RASの戯れ #Halloween https://t.co/rYHLW8WmgT",FALSE,0,NA,2019-10-30T13:05:11Z,FALSE,NA,1189528676297084930,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jay999katherine,97,TRUE,FALSE,NA,NA
#Halloween is around the corner! Help us spread an important message. Thank you! #whitecedarrocks https://t.co/6pkpfVZsid,FALSE,0,NA,2019-10-30T13:05:11Z,FALSE,NA,1189528675835940864,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",whitecedardent,0,FALSE,FALSE,NA,NA
"RT @AlexanderZPain: #Readers #horrorfans, 
Get a #Free #shortstory from now through #Halloween!

Neither Seen nor Heard 
#USA https://t.co/…",FALSE,0,NA,2019-10-30T13:05:10Z,FALSE,NA,1189528672560136198,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChappytooDave,30,TRUE,FALSE,NA,NA
"RT @TheGarethConway: #halloween2019 #Halloween #creepy #shadow
#fiction #illustration #kidlitart #brightreads @BrightAgencyUK @BrightAgency…",FALSE,0,NA,2019-10-30T13:05:10Z,FALSE,NA,1189528672144887809,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BrightAgencyUS,1,TRUE,FALSE,NA,NA
"RT @EgmontUK: We've got another bunch of hauntingly good #Halloween reads to giveaway, including the wickedly funny new Amelia Fang adventu…",FALSE,0,NA,2019-10-30T13:05:10Z,FALSE,NA,1189528672073666563,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",saraowen7,809,TRUE,FALSE,NA,NA
"RT @konekono_heya: 🚨ハロウィンの注意！
海外においてはハロウィンでよく用いられる「ケミカルライト」（Glow Stick）の誤飲誤食による中毒事例があります。その辺に放置しないようご注意ください。#ハロウィン #ハロウィーン #Halloween https…",FALSE,0,NA,2019-10-30T13:05:10Z,FALSE,NA,1189528671809200128,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ayan919,59,TRUE,FALSE,NA,NA
"RT @RoSPA: #ScareSafely this #Halloween
👻
🎃
🧛‍♂️
🧙‍♀️
Keep children away from open flames and candles while #trickortreating https://t.co/P…",FALSE,0,NA,2019-10-30T13:05:10Z,FALSE,NA,1189528670995697665,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",OfficeforSandS,3,TRUE,FALSE,NA,NA
"RT @ou_phrontis: A #ClassicsTwitter ghost story for #Halloween:
The spirit of the young woman Cleonicé drove Spartan king Pausanias near to…",FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528669603020800,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",res_australes,1,TRUE,FALSE,NA,NA
RT @hgKOBEjp: 明日はハロウィン。神戸ポートタワーもHappy Halloween! #kobejp #神戸 #ハロウィン #Halloween https://t.co/ZcoLS89Juc,FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528669510750210,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chiiko2004,16,TRUE,FALSE,NA,NA
"RT @spoonScribble: #Halloween is very soon, it looks like Shadow is prepared. #b3d #SonicTheHedgehog #ShadowTheHedgehog
HQ Version(6MB): ht…",FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528668365824001,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheBlueBlurYT,77,TRUE,FALSE,NA,NA
RT @seungmin_video: 🎃 #Halloween https://t.co/PbOVcerQkL,FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528667967213568,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yostar_0411,59,TRUE,FALSE,NA,NA
RT @StaticDive: Need some Halloween art? Check out these awesome designs from @50stressballs @redbubble #halloween #art #digitalart #digita…,FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528667925467137,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StaticDive,3,TRUE,FALSE,NA,NA
RT @_Greg_ory_: @PlayStationFR 1 RT ou 1 sort ? #PlayStationPGW #Halloween #halloween2019 https://t.co/B6nUM2tqIw,FALSE,0,NA,2019-10-30T13:05:09Z,FALSE,NA,1189528667145289730,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_Greg_ory_,8,TRUE,FALSE,NA,NA
"Happy National Candy Corn Day! 🐱🐾
#WednesdayMotivation #WednesdayVibes #WednesdayWisdom #wednesdaymorning… https://t.co/xCZ9j5Kga4",FALSE,0,NA,2019-10-30T13:05:09Z,TRUE,NA,1189528666218401793,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",letspawsfirst,0,FALSE,FALSE,NA,NA
"RT @D0B_2O65: #Halloween  {싫어 호박약 줄거에요) 
                   く|)へ
                      〉 
          ￣￣┗┓     의사선생님 딸기약...        …",FALSE,0,NA,2019-10-30T13:05:08Z,FALSE,NA,1189528665849155585,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tnswld_17,2498,TRUE,FALSE,NA,NA
"RT @HoneyNovel: ไดอารี่คุณพ่อบ้าน 
#Halloween 
วันนี้วันฮาโลวีน คุณหนูเตรียมชุดทั้งสัปดาห์ พอถึงวันคุณท่านกลับห้ามออกไปเล่น Trick or treat…",FALSE,0,NA,2019-10-30T13:05:08Z,FALSE,NA,1189528665840685056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yok_Rak,38,TRUE,FALSE,NA,NA
"RT @AceAximeck: It's a full moon on Halloween and you hear a knock at your door from inside your highway cabin.

Ollaruk in his werewolf fo…",FALSE,0,NA,2019-10-30T13:05:08Z,FALSE,NA,1189528665547259905,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gnollz,5,TRUE,FALSE,NA,NA
"RT @MrLoveMobile: #Halloween #Limited 🎃Wallpapers For You🎃

Is your lock screen&amp;home screen ready for #Halloween2019 ?

Get your phone fun…",FALSE,0,NA,2019-10-30T13:05:08Z,FALSE,NA,1189528664397864960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",07adWS7r9c5vjN0,121,TRUE,FALSE,NA,NA
"RT @pavelphoom: Who's gonna be daddy's little monster? 👹 I NEED MY HARLEY QUINN!
Make up by @teelek_pro_cut and @film_nareulada
PHOTOGRAPHE…",FALSE,0,NA,2019-10-30T13:05:08Z,FALSE,NA,1189528663718391808,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",busanjjigae,257,TRUE,FALSE,NA,NA
"...Event today&gt;&gt;&gt;
...FoA's Halloween Parade &amp; Social Gathering
...
Details: https://t.co/q36VGOkFGr
.
with… https://t.co/GJxvVmUbiL",FALSE,0,NA,2019-10-30T13:05:08Z,TRUE,NA,1189528661789204481,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",more2philly,0,FALSE,FALSE,NA,NA
"WAIT! No Resurrection?! Ah, f🔪ck it!! 1 more day!!! 🎃
!
•
#halloween #michaelmyers #horror #horrorfan #vhs… https://t.co/5f0K1SMqmN",FALSE,0,NA,2019-10-30T13:05:07Z,TRUE,NA,1189528659960291328,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",BloodOperaTO,0,FALSE,FALSE,NA,NA
"RT @voicestars_PR: ✨#Disney #声の王子様 ✨
 最新作キャスト陣から
 🎃#Halloween スペシャルカードが到着🎃

#高野洸 さんがもし
#ディズニー キャラクターに仮装するなら…!?🎶

🍬👑声の王子様👑CD発売中🍬
　https://t.…",FALSE,0,NA,2019-10-30T13:05:07Z,FALSE,NA,1189528658509099009,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",momiji_w,723,TRUE,FALSE,NA,NA
"RT @DCheng36387164: 海洋公園因應員工罷工索性取消明日哈囉喂活動

Ocean Park cancel the #Halloween event tmr due to the workers plan to strike to against the poli…",FALSE,0,NA,2019-10-30T13:05:07Z,FALSE,NA,1189528657796030464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",k46295717,4,TRUE,FALSE,NA,NA
#Halloween Safety Tips from the Austin Police: have a spook-tacular time everyone! 👻🎃 https://t.co/wHHiSdHNC4 https://t.co/JpdW6TB1sR,FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528657225768961,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",altai_gear,0,FALSE,FALSE,NA,NA
RT @_clairii_: 👻🎃จ้างร้อยเล่นล้านมากพ่ออออ🤣#Halloween #คิมอูซอก #김우석 #KIMWOOSEOK #X1 #엑스원 #우신 https://t.co/ET6hYdmYAf,FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528657213018112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cutie_icee,2,TRUE,FALSE,NA,NA
"RT @HoldHQ: WIN $1,000 in Bitcoin!💰

Our #Halloween #FuriousWednesday is here to treat you with another $1,000! 👻🍬

Follow us, RT this post…",FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528657020063745,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SuliveDumdum,196,TRUE,FALSE,NA,NA
"With #Halloween right around the corner, check out this guide to all the spooky pests to be aware of this fall: https://t.co/2mLsFlz7I3",FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528656542130177,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",HunterPestLLC,0,FALSE,FALSE,NA,NA
"RT @peterpom211: おやつください
#Halloween https://t.co/mAb8TLDyy6",FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528656130924547,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",monika_CONNECT,175,TRUE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528655136878593,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Khatijaharisman,8865,TRUE,FALSE,NA,NA
"RT @mokejo_plamo: 🎃Happy Halloween🎃👻
明日は #ハロウィン 。とんぼさんの「ジャックオーランタン 〜実りの秋」はまさにハロウィンにぴったりの作品。ランタンや野菜などの小道具は粘土で製作。牛乳パックが開いていたり、細やかなこだわりと遊び心あふれ…",FALSE,0,NA,2019-10-30T13:05:06Z,FALSE,NA,1189528654604165120,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tombow_color23,3,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T13:05:05Z,FALSE,NA,1189528653178097664,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gongtam,6329,TRUE,FALSE,NA,NA
"It’s not only the #vampires, #ghosts and other #underworld creatures you have to worry about for #Halloween, you’ve… https://t.co/JCjUJD0nRC",FALSE,0,NA,2019-10-30T13:05:05Z,TRUE,NA,1189528652989505537,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Darrencannan,0,FALSE,FALSE,NA,NA
Let's #MakeMathLessScary. Here's a #Halloween-themed #pun to get things started. Want more fun activities to try wi… https://t.co/2RPTf6g6kk,FALSE,0,NA,2019-10-30T13:05:05Z,TRUE,NA,1189528652645576705,NA,"<a href=""https://www.oktopost.com"" rel=""nofollow"">Oktopost</a>",TH_RebeccaMc,0,FALSE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T13:05:05Z,FALSE,NA,1189528651185868801,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",23mucho,8865,TRUE,FALSE,NA,NA
¿Sabíais que la #alergia también se disfraza en #Halloween cubierta de rico chocolate y azúcar? Nos lo cuentan desd… https://t.co/PXUj0i7OJ9,FALSE,0,NA,2019-10-30T13:05:05Z,TRUE,NA,1189528650330316800,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",quironsalud,0,FALSE,FALSE,NA,NA
"We’re wishing you a spooky Halloween day filled with yummy treats.  

Happy Halloween!

#YourFreshExpressSalad… https://t.co/Q5GQTbhcJL",FALSE,0,NA,2019-10-30T13:05:05Z,TRUE,NA,1189528649642455041,NA,"<a href=""https://www.hopperhq.com/"" rel=""nofollow"">Hopper HQ</a>",FreshUpdates,0,FALSE,FALSE,NA,NA
"RT @tigersaisaimui: ハロウィンの日について、香港政府は新聞記事を出しました。
人の集めは禁止され、店を早めに閉まれって忠告された。
香港人はハロウィンを楽しむ資格も無くなった。
#ハロウィン #香港デモ #Halloween https://t.co/0Bt…",FALSE,0,NA,2019-10-30T13:05:04Z,FALSE,NA,1189528647910092800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ker4everH,111,TRUE,FALSE,NA,NA
"@tamring @ameba_official ひなちゃん&amp;係長のイラスト素敵ですね💕
今だからこそ、天満さん&amp;牧野さんver.見てみたいです。
牧野さん、魔女コスが似合いそうです～
(*´ω｀*)
#Halloween 
#私と上司
#イラスト リクエスト",FALSE,0,tamring,2019-10-30T13:05:04Z,FALSE,1189038383022002176,1189528647851368450,89695793,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gontyuke_picc,0,FALSE,FALSE,NA,NA
"RT @newsdigest: 【英国】フォートナム＆メイソンに棲む5人の幽霊 - 創業1707年と300年以上の長い歴史をもつ英国王室御用達デパート、フォートナム＆メイソンに出没する幽霊たちを紹介 
https://t.co/k3Z690NPm2 #Halloween #ハロ…",FALSE,0,NA,2019-10-30T13:05:04Z,FALSE,NA,1189528647671005184,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",wholmes221b,31,TRUE,FALSE,NA,NA
Halloween is a day for many to wear masks. For me it’s a day to reveal my real self without notice #herolife… https://t.co/XgH2uEnJAU,FALSE,1,NA,2019-10-30T13:05:04Z,TRUE,NA,1189528646274469888,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",RocWieler,0,FALSE,FALSE,NA,NA
RT @BlkGirlsDoStuff: Psychological Thrillers feat. The Unexceptionals Podcast - We laughed more than we discussed the movies...but it's so…,FALSE,0,NA,2019-10-30T13:05:04Z,FALSE,NA,1189528645410406401,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VerbalDiorama,3,TRUE,FALSE,NA,NA
"RT @songoku801019: 魔女x魔女🧙‍♀️🎃🧙‍♀️ 【※女装(公式)あり】

#ハロウィン #Halloween #トリックオアトリート
#コードリアライズ #コドリア #CodeRealize https://t.co/D9e2u2HIgB",FALSE,0,NA,2019-10-30T13:05:03Z,FALSE,NA,1189528643816394752,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",songoku801019,11,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T13:05:03Z,FALSE,NA,1189528643686424582,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hzm_kudo,6329,TRUE,FALSE,NA,NA
"RT @SSrimaneedeng: รอดูว่าปีนี้เค้าจะแต่งเป็นอะไรกัน 😆
#ณเดชน์ญาญ่า
#halloween2019
#Halloween https://t.co/GviC9L5Zi8",FALSE,0,NA,2019-10-30T13:05:03Z,FALSE,NA,1189528642864369664,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Preciousorlain,44,TRUE,FALSE,NA,NA
"RT @Dystopia992: #halloween2019 — you know wht, in #HKPoliceState, we could NOT even put on mask &amp; enjoy #Halloween from 2019 onwards with…",FALSE,0,NA,2019-10-30T13:05:03Z,FALSE,NA,1189528641492918274,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",freedom21865284,160,TRUE,FALSE,NA,NA
"RT @O_ha08: #Halloween 

펌킨 옵젝 좋아해주셔서 감사합니다....이건 안올리려고 했던것..ㅠㅠㅋㅋㅋㅋ https://t.co/AAmfxdaTeq",FALSE,0,NA,2019-10-30T13:05:03Z,FALSE,NA,1189528641136279554,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zsnaroo,51,TRUE,FALSE,NA,NA
"RT @amolla_0220: #Halloween             🎅
                  ( ง )ง       ୧( ୧ )
                  /︶\           /︶\
할로윈 싼타한테 지지마 12월이 못오게 만…",FALSE,0,NA,2019-10-30T13:05:02Z,FALSE,NA,1189528640465199104,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",shung_yang_,6329,TRUE,FALSE,NA,NA
"RT @Malcolm_theCat: My best scary face... practising for #Halloween How am I doing, friends? 😺 #CatsOfTwitter #whiskerswednesday #TabbyTroo…",FALSE,0,NA,2019-10-30T13:05:02Z,FALSE,NA,1189528639194488833,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wuhildegard,25,TRUE,FALSE,NA,NA
"RT @sehwa_S2_1: 최케 할로윈
#Halloween 
인가요 https://t.co/hDpfSRMTQN",FALSE,0,NA,2019-10-30T13:05:02Z,FALSE,NA,1189528638531629056,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",398_0_1,13,TRUE,FALSE,NA,NA
"RT @pumpchinese: จะ #ฮาโลวีน #万圣节 วันนี้มาศัพท์ผีๆ 32 คำ มาฝากทุกคน มีคำอะไรบ้างมาดูกันเลย
แถม ที่มาของอักษรจ 鬼 กันได้ที่ &gt; https://t.co/Ts…",FALSE,0,NA,2019-10-30T13:05:02Z,FALSE,NA,1189528638154141696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bowkmcn,176,TRUE,FALSE,NA,NA
"RT @koalahug9193: DAMN I MISS THEM SO BAD TONIGHT
#Halloween https://t.co/taMK7V897U",FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528635511689217,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",silver_latte,4,TRUE,FALSE,NA,NA
1 day off #halloween I ran 0.1km off the perfect number. https://t.co/XIELhHfbdl,FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528635444813825,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",McCloudUK,0,FALSE,FALSE,NA,NA
RT @Fuck__U_J: #Halloween 해피 할로윈이다. 사탕 좀 사봤으니까 빨리 홍보해. 한 명 뽑아서 줄 거야. 팔로 안 한 사람도 상관 없어. https://t.co/3trYtfUdrK,FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528635004186625,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",joji_grandma,949,TRUE,FALSE,NA,NA
#Halloween is tomorrow! 🎃💀👻🧙🏻‍♀️🧟‍♀️🧛🏻‍♀️🧝🏻‍♀️🧞‍♀️🧜🏻‍♀️🧚🏻‍♀️🍭🍫🍬 https://t.co/53kUgTCvkY,FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528633821552641,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrsPirloBuffon,0,FALSE,FALSE,NA,NA
"🏃‍♀️HAVE FUN LIKE JUSTINE🏃‍♀️⁠⠀
⁠⠀
Courir la nuit à la @legendedugraoully, mieux vaut être bien accompagné ! 😱 🦇… https://t.co/ONvA5Yxj2z",FALSE,0,NA,2019-10-30T13:05:01Z,TRUE,NA,1189528633158836225,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bnssocks,0,FALSE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528633095806978,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NanWchr,1408,TRUE,FALSE,NA,NA
"RT @Brevesdepresse: ⚡SUIVI - ""On pleure misère sur la mère de famille, etc., la pauvre, etc. Elle n'avait qu'à pas mettre son #voile, elle…",FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528632571682817,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BMieyan,193,TRUE,FALSE,NA,NA
"RT @donotsit_: @AllDayIDreamOf’s @facundomohrr is back joining us this Friday, November 1st for our Day Of The Dead weekend at @donotsit_…",FALSE,0,NA,2019-10-30T13:05:01Z,FALSE,NA,1189528632475213828,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DJBEHROUZ,1,TRUE,FALSE,NA,NA
Happy Halloween! #promenad #walkingtalking #halloween https://t.co/vLwB4OJEcs,FALSE,0,NA,2019-10-30T13:05:00Z,FALSE,NA,1189528629887328256,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",WalkTalkIntAB,0,FALSE,FALSE,NA,NA
The influence of this masterful silent film from 1922 on the horror genre and wider cinema almost can't be measured… https://t.co/PQsYw6YP8K,FALSE,0,NA,2019-10-30T13:05:00Z,TRUE,NA,1189528629799202818,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",reelsteelcinema,0,FALSE,FALSE,NA,NA
#Internacional | Tres personas resultaron muertas y nueve más quedaron heridas luego de un tiroteo en una fiesta de… https://t.co/FRzpR1LDai,FALSE,1,NA,2019-10-30T13:05:00Z,TRUE,NA,1189528629694402560,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RedMasNoticias,0,FALSE,FALSE,NA,NA
RT @9GAG: #Halloween costume done right https://t.co/z6zworQBcq,FALSE,0,NA,2019-10-30T13:05:00Z,FALSE,NA,1189528629299965952,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aimiesy_,8865,TRUE,FALSE,NA,NA
"Halloween is almost here... who remembers this witchy little pinup shot that went viral a few years ago? 🎃
•
•
•
•… https://t.co/7Md4nm9t69",FALSE,0,NA,2019-10-30T13:05:00Z,TRUE,NA,1189528628595433472,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",SRQPhotoStudio,0,FALSE,FALSE,NA,NA
"RT @genially_es: 🔮¡Ya está aquí nuestro Webinar de Gamificación Terrorífica!👻🦇🎃

💥Gamifica para desterrar todos los fantasmas del aburrimie…",FALSE,0,NA,2019-10-30T13:04:59Z,FALSE,NA,1189528627953537026,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LucioVelarde1,1,TRUE,FALSE,NA,NA
"RT @JenniferRStorm: Trick or Treat. 
Before you judge the older kids knocking on your door-✋🏽Try to understand this could be the 1st chance…",FALSE,0,NA,2019-10-30T13:04:59Z,FALSE,NA,1189528627794399233,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kfisch89,15,TRUE,FALSE,NA,NA
"RT @Backintimepod: New! We are breaking down the underrated and controversial Halloween film, Season of the Witch! Link in Bio ⬆️🎃

https:/…",FALSE,0,NA,2019-10-30T13:04:59Z,FALSE,NA,1189528627672731648,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",YBYpodcast,24,TRUE,FALSE,NA,NA
"RT @siesiena487: 할로윈 전에 완성하느라 부랴부랴. 하루 전이지만 HAPPY HALLOWEEN!! 
모델은 #TDL 의 할로윈 댄서.

 #Halloween #halloween2019 #할로윈 #일러스트 https://t.co/E8AH3…",FALSE,0,NA,2019-10-30T13:04:59Z,FALSE,NA,1189528627240554498,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kashaa_leo,1,TRUE,FALSE,NA,NA
RT @minibambam97: เจ้าพวกก้อน 7  #Halloween #GOT7 @GOT7Official https://t.co/chpvzltFBc,FALSE,0,NA,2019-10-30T13:04:59Z,FALSE,NA,1189528627207004161,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nansuju9397,1408,TRUE,FALSE,NA,NA
